3E93_lig,497.6225099999998
3GCP_lig,377.4435699999999
2BAK_lig,584.7041599999999
4F9Y_lig,326.40440999999987
2YIX_lig,369.4920599999999
1KV1_lig,306.79787999999996
3D83_lig,470.5762999999998
3D7Z_lig,344.4168999999999
3IW5_lig,555.5803799999998
3HUC_lig,356.39011999999997
4DLI_lig,277.3518399999999
3HL7_lig,397.8676999999999
3IPH_lig,347.42041999999987
3IW6_lig,398.52978999999993
3ROC_lig,449.8451099999999
3GCS_lig,464.83487
3HUB_lig,514.0245199999998
2ZB1_lig,347.42041999999987
3HLL_lig,477.31412999999986
2BAL_lig,381.4334899999999
3E92_lig,347.4204199999998
3GCU_lig,506.61544999999984
2BAJ_lig,403.31459999999987
3O8P_lig,306.7978799999999
4F9W_lig,326.40440999999987
1YQJ_lig,458.5911599999998
