L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
1OHJ,4DDR,42,26,8,0,,,False
1OHJ,4KAK,42,28,8,0,,,False
1OHJ,4KBN,42,25,8,0,,,False
1OHJ,4KD7,42,27,8,0,,,False
1OHJ,4M6L,42,32,16,0,,,False
1OHJ,4QHV,42,23,12,0,,,False
1PD8,2W3A,28,21,12,0,,,False
1PD8,3GHC,28,32,6,0,,,False
1PD8,3GHW,28,31,6,0,,,False
1PD8,3GYF,28,22,8,0,,,False
1PD8,3NTZ,28,35,8,0,,,False
1PD8,3NU0,28,36,8,0,,,False
1PD8,3NXO,28,24,8,0,,,False
1PD8,3NXR,28,24,8,0,,,False
1PD8,3NXT,28,24,8,0,,,False
1PD8,3NXV,28,25,8,0,,,False
1PD8,3NXY,28,25,8,0,,,False
1PD8,4DDR,28,26,8,0,,,False
1PD8,4KAK,28,28,8,0,,,False
1PD8,4KBN,28,25,8,0,,,False
1PD8,4KD7,28,27,8,0,,,False
1PD8,4M6L,28,32,12,0,,,False
1PD8,4QHV,28,23,12,0,,,False
2W3A,3GHC,21,32,7,0,,,False
2W3A,3GHW,21,31,7,0,,,False
2W3A,3GYF,21,22,8,0,,,False
2W3A,3NTZ,21,35,7,0,,,False
2W3A,3NU0,21,36,7,0,,,False
2W3A,3NXO,21,24,8,0,,,False
2W3A,3NXR,21,24,8,0,,,False
2W3A,3NXT,21,24,8,0,,,False
2W3A,3NXV,21,25,8,0,,,False
2W3A,3NXY,21,25,8,0,,,False
2W3A,4DDR,21,26,8,0,,,False
2W3A,4KAK,21,28,9,0,,,False
2W3A,4KBN,21,25,9,0,,,False
2W3A,4KD7,21,27,9,0,,,False
2W3A,4M6L,21,32,8,0,,,False
2W3A,4QHV,21,23,8,0,,,False
3GHC,3GHW,32,31,31,0,,,False
3GHC,3GYF,32,22,9,0,,,False
3GHC,3NTZ,32,35,18,0,,,False
3GHC,3NU0,32,36,8,0,,,False
3GHC,3NXO,32,24,9,0,,,False
3GHC,3NXR,32,24,9,0,,,False
3GHC,3NXT,32,24,9,0,,,False
3GHC,3NXV,32,25,9,0,,,False
3GHC,3NXY,32,25,9,0,,,False
3GHC,4DDR,32,26,7,0,,,False
3GHC,4KAK,32,28,7,0,,,False
3GHC,4KBN,32,25,7,0,,,False
3GHC,4KD7,32,27,7,0,,,False
3GHC,4M6L,32,32,18,0,,,False
3GHC,4QHV,32,23,7,0,,,False
3GHW,3GYF,31,22,9,0,,,False
3GHW,3NTZ,31,35,18,0,,,False
3GHW,3NU0,31,36,8,0,,,False
3GHW,3NXO,31,24,9,0,,,False
3GHW,3NXR,31,24,9,0,,,False
3GHW,3NXT,31,24,9,0,,,False
3GHW,3NXV,31,25,9,0,,,False
3GHW,3NXY,31,25,9,0,,,False
3GHW,4DDR,31,26,7,0,,,False
3GHW,4KAK,31,28,7,0,,,False
3GHW,4KBN,31,25,7,0,,,False
3GHW,4KD7,31,27,7,0,,,False
3GHW,4M6L,31,32,18,0,,,False
3GHW,4QHV,31,23,7,0,,,False
3GYF,3NTZ,22,35,7,0,,,False
3GYF,3NU0,22,36,7,0,,,False
3GYF,3NXO,22,24,22,0,,,False
3GYF,3NXR,22,24,22,0,,,False
3GYF,3NXT,22,24,21,0,,,False
3GYF,3NXV,22,25,22,0,,,False
3GYF,3NXY,22,25,22,0,,,False
3GYF,4DDR,22,26,10,0,,,False
3GYF,4KAK,22,28,9,0,,,False
3GYF,4KBN,22,25,8,0,,,False
3GYF,4KD7,22,27,8,0,,,False
3GYF,4M6L,22,32,8,0,,,False
3GYF,4QHV,22,23,9,0,,,False
3NTZ,3NU0,35,36,23,0,,,False
3NTZ,3NXO,35,24,7,0,,,False
3NTZ,3NXR,35,24,7,0,,,False
3NTZ,3NXT,35,24,7,0,,,False
3NTZ,3NXV,35,25,7,0,,,False
3NTZ,3NXY,35,25,7,0,,,False
3NTZ,4DDR,35,26,7,0,,,False
3NTZ,4KAK,35,28,7,0,,,False
3NTZ,4KBN,35,25,7,0,,,False
3NTZ,4KD7,35,27,7,0,,,False
3NTZ,4M6L,35,32,18,0,,,False
3NTZ,4QHV,35,23,9,0,,,False
3NU0,3NXO,36,24,7,0,,,False
3NU0,3NXR,36,24,7,0,,,False
3NU0,3NXT,36,24,7,0,,,False
3NU0,3NXV,36,25,7,0,,,False
3NU0,3NXY,36,25,7,0,,,False
3NU0,4DDR,36,26,7,0,,,False
3NU0,4KAK,36,28,7,0,,,False
3NU0,4KBN,36,25,7,0,,,False
3NU0,4KD7,36,27,7,0,,,False
3NU0,4M6L,36,32,8,0,,,False
3NU0,4QHV,36,23,8,0,,,False
3NXO,3NXR,24,24,23,0,,,False
3NXO,3NXT,24,24,21,0,,,False
3NXO,3NXV,24,25,23,0,,,False
3NXO,3NXY,24,25,24,0,,,False
3NXO,4DDR,24,26,11,0,,,False
3NXO,4KAK,24,28,10,0,,,False
3NXO,4KBN,24,25,9,0,,,False
3NXO,4KD7,24,27,9,0,,,False
3NXO,4M6L,24,32,8,0,,,False
