L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
1NHZ,1P93,32,28,22,0,,,False
1NHZ,3BQD,32,36,19,0,,,False
1NHZ,3CLD,32,37,21,0,,,False
1NHZ,3E7C,32,37,6,0,,,False
1NHZ,3K22,32,36,8,0,,,False
1NHZ,3K23,32,47,8,0,,,False
1NHZ,4CSJ,32,33,8,0,,,False
1NHZ,4MDD,32,36,7,0,,,False
1NHZ,4P6W,32,35,22,0,,,False
1NHZ,4P6X,32,26,22,0,,,False
1NHZ,4UDD,32,34,21,0,,,False
1NHZ,5G3J,32,32,10,0,,,False
1NHZ,5G5W,32,33,6,0,,,False
1NHZ,5NFP,32,31,21,0,,,False
1NHZ,5NFT,32,35,6,0,,,False
1NHZ,6EL6,32,34,6,0,,,False
1NHZ,6EL7,32,29,6,0,,,False
1NHZ,6EL9,32,36,6,0,,,False
1P93,3BQD,28,36,24,0,,,False
1P93,3CLD,28,37,26,0,,,False
1P93,3E7C,28,37,0,0,,,False
1P93,3K22,28,36,0,0,,,False
1P93,3K23,28,47,6,0,,,False
1P93,4CSJ,28,33,0,0,,,False
1P93,4MDD,28,36,0,0,,,False
1P93,4P6W,28,35,27,0,,,False
1P93,4P6X,28,26,26,0,,,False
1P93,4UDD,28,34,25,0,,,False
1P93,5G3J,28,32,6,0,,,False
1P93,5G5W,28,33,0,0,,,False
1P93,5NFP,28,31,25,0,,,False
1P93,5NFT,28,35,0,0,,,False
1P93,6EL6,28,34,6,0,,,False
1P93,6EL7,28,29,0,0,,,False
1P93,6EL9,28,36,6,0,,,False
3BQD,3CLD,36,37,22,0,,,False
3BQD,3E7C,36,37,11,0,,,False
3BQD,3K22,36,36,9,0,,,False
3BQD,3K23,36,47,9,0,,,False
3BQD,4CSJ,36,33,9,0,,,False
3BQD,4MDD,36,36,9,0,,,False
3BQD,4P6W,36,35,23,0,,,False
3BQD,4P6X,36,26,23,0,,,False
3BQD,4UDD,36,34,22,0,,,False
3BQD,5G3J,36,32,6,0,,,False
3BQD,5G5W,36,33,9,0,,,False
3BQD,5NFP,36,31,22,0,,,False
3BQD,5NFT,36,35,9,0,,,False
3BQD,6EL6,36,34,9,0,,,False
3BQD,6EL7,36,29,6,0,,,False
3BQD,6EL9,36,36,9,0,,,False
3CLD,3E7C,37,37,0,0,,,False
3CLD,3K22,37,36,0,0,,,False
3CLD,3K23,37,47,6,0,,,False
3CLD,4CSJ,37,33,0,0,,,False
3CLD,4MDD,37,36,0,0,,,False
3CLD,4P6W,37,35,33,0,,,False
3CLD,4P6X,37,26,24,0,,,False
3CLD,4UDD,37,34,23,0,,,False
3CLD,5G3J,37,32,6,0,,,False
3CLD,5G5W,37,33,0,0,,,False
3CLD,5NFP,37,31,23,0,,,False
3CLD,5NFT,37,35,0,0,,,False
3CLD,6EL6,37,34,6,0,,,False
3CLD,6EL7,37,29,0,0,,,False
3CLD,6EL9,37,36,6,0,,,False
3E7C,3K22,37,36,11,0,,,False
3E7C,3K23,37,47,9,0,,,False
3E7C,4CSJ,37,33,10,0,,,False
3E7C,4MDD,37,36,10,0,,,False
3E7C,4P6W,37,35,0,0,,,False
3E7C,4P6X,37,26,0,0,,,False
3E7C,4UDD,37,34,0,0,,,False
3E7C,5G3J,37,32,7,0,,,False
3E7C,5G5W,37,33,10,0,,,False
3E7C,5NFP,37,31,0,0,,,False
3E7C,5NFT,37,35,10,0,,,False
3E7C,6EL6,37,34,10,0,,,False
3E7C,6EL7,37,29,8,0,,,False
3E7C,6EL9,37,36,9,0,,,False
3K22,3K23,36,47,27,0,,,False
3K22,4CSJ,36,33,19,0,,,False
3K22,4MDD,36,36,9,0,,,False
3K22,4P6W,36,35,0,0,,,False
3K22,4P6X,36,26,0,0,,,False
3K22,4UDD,36,34,0,0,,,False
3K22,5G3J,36,32,7,0,,,False
3K22,5G5W,36,33,15,0,,,False
3K22,5NFP,36,31,0,0,,,False
3K22,5NFT,36,35,15,0,,,False
3K22,6EL6,36,34,15,0,,,False
3K22,6EL7,36,29,8,0,,,False
3K22,6EL9,36,36,9,0,,,False
3K23,4CSJ,47,33,19,0,,,False
3K23,4MDD,47,36,9,0,,,False
3K23,4P6W,47,35,6,0,,,False
3K23,4P6X,47,26,6,0,,,False
