L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
1A4W,1BCU,42,16,7,0,,,False
1A4W,1BHX,42,31,6,0,,,False
1A4W,1C1U,42,22,6,0,,,False
1A4W,1C1V,42,25,6,0,,,False
1A4W,1C4U,42,36,9,0,,,False
1A4W,1C5N,42,13,6,0,,,False
1A4W,1C5O,42,9,6,0,,,False
1A4W,1D3D,42,38,6,0,,,False
1A4W,1D3P,42,39,6,0,,,False
1A4W,1D4P,42,27,8,0,,,False
1A4W,1D6W,42,37,9,0,,,False
1A4W,1D9I,42,33,9,0,,,False
1A4W,1FPC,42,35,33,0,,,False
1A4W,1G30,42,39,8,0,,,False
1A4W,1G32,42,32,8,0,,,False
1A4W,1GHV,42,19,6,0,,,False
1A4W,1GHW,42,19,6,0,,,False
1A4W,1GHY,42,19,6,0,,,False
1A4W,1K21,42,31,12,0,,,False
1A4W,1K22,42,31,7,0,,,False
1A4W,1MU6,42,31,8,0,,,False
1A4W,1MU8,42,32,8,0,,,False
1A4W,1MUE,42,32,8,0,,,False
1A4W,1NM6,42,36,6,0,,,False
1BCU,1BHX,16,31,6,0,,,False
1BCU,1C1U,16,22,6,0,,,False
1BCU,1C1V,16,25,6,0,,,False
1BCU,1C4U,16,36,6,0,,,False
1BCU,1C5N,16,13,6,0,,,False
1BCU,1C5O,16,9,6,0,,,False
1BCU,1D3D,16,38,6,0,,,False
1BCU,1D3P,16,39,6,0,,,False
1BCU,1D4P,16,27,6,0,,,False
1BCU,1D6W,16,37,6,0,,,False
1BCU,1D9I,16,33,6,0,,,False
1BCU,1FPC,16,35,7,0,,,False
1BCU,1G30,16,39,7,0,,,False
1BCU,1G32,16,32,7,0,,,False
1BCU,1GHV,16,19,6,0,,,False
1BCU,1GHW,16,19,6,0,,,False
1BCU,1GHY,16,19,6,0,,,False
1BCU,1K21,16,31,0,0,,,False
1BCU,1K22,16,31,6,0,,,False
1BCU,1MU6,16,31,0,0,,,False
1BCU,1MU8,16,32,0,0,,,False
1BCU,1MUE,16,32,6,0,,,False
1BCU,1NM6,16,36,6,0,,,False
1BHX,1C1U,31,22,7,0,,,False
1BHX,1C1V,31,25,7,0,,,False
1BHX,1C4U,31,36,6,0,,,False
1BHX,1C5N,31,13,6,0,,,False
1BHX,1C5O,31,9,7,0,,,False
1BHX,1D3D,31,38,7,0,,,False
1BHX,1D3P,31,39,7,0,,,False
1BHX,1D4P,31,27,7,0,,,False
1BHX,1D6W,31,37,7,0,,,False
1BHX,1D9I,31,33,6,0,,,False
1BHX,1FPC,31,35,6,0,,,False
1BHX,1G30,31,39,7,0,,,False
1BHX,1G32,31,32,7,0,,,False
1BHX,1GHV,31,19,7,0,,,False
1BHX,1GHW,31,19,7,0,,,False
1BHX,1GHY,31,19,7,0,,,False
1BHX,1K21,31,31,10,0,,,False
1BHX,1K22,31,31,7,0,,,False
1BHX,1MU6,31,31,0,0,,,False
1BHX,1MU8,31,32,0,0,,,False
1BHX,1MUE,31,32,7,0,,,False
1BHX,1NM6,31,36,7,0,,,False
1C1U,1C1V,22,25,22,0,,,False
1C1U,1C4U,22,36,6,0,,,False
1C1U,1C5N,22,13,6,0,,,False
1C1U,1C5O,22,9,9,0,,,False
1C1U,1D3D,22,38,7,0,,,False
1C1U,1D3P,22,39,7,0,,,False
1C1U,1D4P,22,27,12,0,,,False
