L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
3CKP,3KMY,40,16,8,0,,,False
3CKP,3L59,40,17,13,0,,,False
3CKP,3LPI,40,46,13,0,,,False
3CKP,3LPK,40,48,13,0,,,False
3CKP,3RSX,40,16,7,0,,,False
3CKP,3RU1,40,23,7,0,,,False
3CKP,3UDH,40,14,6,0,,,False
3CKP,4DJU,40,20,6,0,,,False
3CKP,4DJV,40,28,8,0,,,False
3CKP,4DJW,40,26,6,0,,,False
3CKP,4DJX,40,24,6,0,,,False
3I25,3KMX,63,17,11,0,,,False
3I25,3KMY,63,16,8,0,,,False
3I25,3L59,63,17,7,0,,,False
3I25,3LPI,63,46,18,0,,,False
3I25,3LPK,63,48,15,0,,,False
3I25,3RSX,63,16,7,0,,,False
3I25,3RU1,63,23,7,0,,,False
3I25,3UDH,63,14,6,0,,,False
3I25,4DJU,63,20,6,0,,,False
3I25,4DJV,63,28,8,0,,,False
3I25,4DJW,63,26,6,0,,,False
3I25,4DJX,63,24,6,0,,,False
3KMX,3KMY,17,16,8,0,,,False
3KMX,3L59,17,17,8,0,,,False
3KMX,3LPI,17,46,8,0,,,False
3KMX,3LPK,17,48,8,0,,,False
3KMX,3RSX,17,16,6,0,,,False
3KMX,3RU1,17,23,6,0,,,False
3KMX,3UDH,17,14,6,0,,,False
3KMX,4DJU,17,20,6,0,,,False
3KMX,4DJV,17,28,8,0,,,False
3KMX,4DJW,17,26,6,0,,,False
3KMX,4DJX,17,24,6,0,,,False
3KMY,3L59,16,17,8,0,,,False
3KMY,3LPI,16,46,9,0,,,False
3KMY,3LPK,16,48,9,0,,,False
3KMY,3RSX,16,16,6,0,,,False
3KMY,3RU1,16,23,6,0,,,False
3KMY,3UDH,16,14,6,0,,,False
3KMY,4DJU,16,20,6,0,,,False
3KMY,4DJV,16,28,6,0,,,False
3KMY,4DJW,16,26,6,0,,,False
3KMY,4DJX,16,24,6,0,,,False
3L59,3LPI,17,46,8,0,,,False
3L59,3LPK,17,48,11,0,,,False
3L59,3RSX,17,16,6,0,,,False
3L59,3RU1,17,23,6,0,,,False
3L59,3UDH,17,14,6,0,,,False
3L59,4DJU,17,20,8,0,,,False
3L59,4DJV,17,28,8,0,,,False
3L59,4DJW,17,26,8,0,,,False
3L59,4DJX,17,24,8,0,,,False
3LPI,3LPK,46,48,39,0,,,False
3LPI,3RSX,46,16,6,0,,,False
3LPI,3RU1,46,23,6,0,,,False
3LPI,3UDH,46,14,6,0,,,False
3LPI,4DJU,46,20,6,0,,,False
3LPI,4DJV,46,28,6,0,,,False
3LPI,4DJW,46,26,6,0,,,False
3LPI,4DJX,46,24,6,0,,,False
3LPK,3RSX,48,16,6,0,,,False
3LPK,3RU1,48,23,6,0,,,False
3LPK,3UDH,48,14,6,0,,,False
3LPK,4DJU,48,20,6,0,,,False
3LPK,4DJV,48,28,6,0,,,False
3LPK,4DJW,48,26,6,0,,,False
3LPK,4DJX,48,24,6,0,,,False
3RSX,3RU1,16,23,11,0,,,False
3RSX,3UDH,16,14,7,0,,,False
3RSX,4DJU,16,20,8,0,,,False
3RSX,4DJV,16,28,8,0,,,False
3RSX,4DJW,16,26,11,0,,,False
3RSX,4DJX,16,24,13,0,,,False
3RU1,3UDH,23,14,7,0,,,False
3RU1,4DJU,23,20,6,0,,,False
3RU1,4DJV,23,28,6,0,,,False
3RU1,4DJW,23,26,9,0,,,False
3RU1,4DJX,23,24,9,0,,,False
3UDH,4DJU,14,20,6,0,,,False
3UDH,4DJV,14,28,6,0,,,False
3UDH,4DJW,14,26,7,0,,,False
3UDH,4DJX,14,24,7,0,,,False
4DJU,4DJV,20,28,20,0,,,False
4DJU,4DJW,20,26,20,0,,,False
4DJU,4DJX,20,24,14,0,,,False
4DJV,4DJW,28,26,20,0,,,False
4DJV,4DJX,28,24,14,0,,,False
4DJW,4DJX,26,24,20,0,,,False
