L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
1E9H,1JVP,24,18,9,0,,,False
1E9H,1KE5,24,23,9,0,,,False
1E9H,1KE6,24,27,9,0,,,False
1E9H,1KE7,24,28,9,0,,,False
1E9H,1KE8,24,27,9,0,,,False
1E9H,1KE9,24,25,9,0,,,False
1FIN,1FVT,31,23,0,0,,,False
1FIN,1FVV,31,31,0,0,,,False
1FIN,1G5S,31,30,14,0,,,False
1FIN,1GIH,31,23,6,0,,,False
1FIN,1GIJ,31,27,7,0,,,False
1FIN,1GZ8,31,17,9,0,,,False
1FIN,1H0V,31,18,9,0,,,False
1FIN,1H1Q,31,24,9,0,,,False
1FIN,1H1R,31,25,9,0,,,False
1FIN,1H1S,31,28,9,0,,,False
1FIN,1JSV,31,18,0,0,,,False
1FIN,1JVP,31,18,0,0,,,False
1FIN,1KE5,31,23,0,0,,,False
1FIN,1KE6,31,27,0,0,,,False
1FIN,1KE7,31,28,0,0,,,False
1FIN,1KE8,31,27,0,0,,,False
1FIN,1KE9,31,25,0,0,,,False
1FVT,1FVV,23,31,10,0,,,False
1FVT,1G5S,23,30,6,0,,,False
1FVT,1GIH,23,23,8,0,,,False
1FVT,1GIJ,23,27,8,0,,,False
1FVT,1GZ8,23,17,0,0,,,False
1FVT,1H0V,23,18,0,0,,,False
1FVT,1H1Q,23,24,7,0,,,False
1FVT,1H1R,23,25,7,0,,,False
1FVT,1H1S,23,28,11,0,,,False
1FVT,1JSV,23,18,11,0,,,False
1FVT,1JVP,23,18,8,0,,,False
1FVT,1KE5,23,23,10,0,,,False
1FVT,1KE6,23,27,18,0,,,False
1FVT,1KE7,23,28,10,0,,,False
1FVT,1KE8,23,27,10,0,,,False
1FVT,1KE9,23,25,10,0,,,False
1FVV,1G5S,31,30,7,0,,,False
1FVV,1GIH,31,23,8,0,,,False
1FVV,1GIJ,31,27,8,0,,,False
1FVV,1GZ8,31,17,0,0,,,False
1FVV,1H0V,31,18,0,0,,,False
1FVV,1H1Q,31,24,7,0,,,False
1FVV,1H1R,31,25,7,0,,,False
1FVV,1H1S,31,28,11,0,,,False
1FVV,1JSV,31,18,11,0,,,False
1FVV,1JVP,31,18,8,0,,,False
1FVV,1KE5,31,23,22,0,,,False
1FVV,1KE6,31,27,13,0,,,False
1FVV,1KE7,31,28,18,0,,,False
1FVV,1KE8,31,27,22,0,,,False
1FVV,1KE9,31,25,22,0,,,False
1G5S,1GIH,30,23,7,0,,,False
1G5S,1GIJ,30,27,8,0,,,False
1G5S,1GZ8,30,17,10,0,,,False
1G5S,1H0V,30,18,10,0,,,False
1G5S,1H1Q,30,24,10,0,,,False
1G5S,1H1R,30,25,10,0,,,False
1G5S,1H1S,30,28,10,0,,,False
1G5S,1JSV,30,18,7,0,,,False
1G5S,1JVP,30,18,6,0,,,False
1G5S,1KE5,30,23,6,0,,,False
1G5S,1KE6,30,27,7,0,,,False
1G5S,1KE7,30,28,6,0,,,False
1G5S,1KE8,30,27,6,0,,,False
1G5S,1KE9,30,25,6,0,,,False
1GIH,1GIJ,23,27,17,0,,,False
1GIH,1GZ8,23,17,0,0,,,False
1GIH,1H0V,23,18,6,0,,,False
1GIH,1H1Q,23,24,7,0,,,False
1GIH,1H1R,23,25,7,0,,,False
1GIH,1H1S,23,28,7,0,,,False
1GIH,1JSV,23,18,7,0,,,False
1GIH,1JVP,23,18,11,0,,,False
1GIH,1KE5,23,23,8,0,,,False
1GIH,1KE6,23,27,8,0,,,False
1GIH,1KE7,23,28,9,0,,,False
1GIH,1KE8,23,27,8,0,,,False
1GIH,1KE9,23,25,8,0,,,False
1GIJ,1GZ8,27,17,0,0,,,False
1GIJ,1H0V,27,18,6,0,,,False
1GIJ,1H1Q,27,24,7,0,,,False
1GIJ,1H1R,27,25,7,0,,,False
1GIJ,1H1S,27,28,7,0,,,False
1GIJ,1JSV,27,18,7,0,,,False
1GIJ,1JVP,27,18,11,0,,,False
1GIJ,1KE5,27,23,8,0,,,False
1GIJ,1KE6,27,27,8,0,,,False
1GIJ,1KE7,27,28,9,0,,,False
1GIJ,1KE8,27,27,8,0,,,False
1GIJ,1KE9,27,25,8,0,,,False
1GZ8,1H0V,17,18,12,0,,,False
1GZ8,1H1Q,17,24,12,0,,,False
1GZ8,1H1R,17,25,12,0,,,False
1GZ8,1H1S,17,28,12,0,,,False
1GZ8,1JSV,17,18,0,0,,,False
1GZ8,1JVP,17,18,0,0,,,False
1GZ8,1KE5,17,23,0,0,,,False
1GZ8,1KE6,17,27,0,0,,,False
1GZ8,1KE7,17,28,0,0,,,False
1GZ8,1KE8,17,27,0,0,,,False
1GZ8,1KE9,17,25,0,0,,,False
1H0V,1H1Q,18,24,12,0,,,False
1H0V,1H1R,18,25,12,0,,,False
1H0V,1H1S,18,28,12,0,,,False
1H0V,1JSV,18,18,0,0,,,False
1H0V,1JVP,18,18,0,0,,,False
1H0V,1KE5,18,23,0,0,,,False
1H0V,1KE6,18,27,0,0,,,False
1H0V,1KE7,18,28,0,0,,,False
1H0V,1KE8,18,27,0,0,,,False
1H0V,1KE9,18,25,0,0,,,False
1H1Q,1H1R,24,25,24,0,,,False
1H1Q,1H1S,24,28,24,0,,,False
1H1Q,1JSV,24,18,10,0,,,False
1H1Q,1JVP,24,18,6,0,,,False
1H1Q,1KE5,24,23,7,0,,,False
1H1Q,1KE6,24,27,7,0,,,False
1H1Q,1KE7,24,28,7,0,,,False
1H1Q,1KE8,24,27,7,0,,,False
1H1Q,1KE9,24,25,7,0,,,False
1H1R,1H1S,25,28,24,0,,,False
1H1R,1JSV,25,18,10,0,,,False
1H1R,1JVP,25,18,6,0,,,False
1H1R,1KE5,25,23,7,0,,,False
1H1R,1KE6,25,27,7,0,,,False
1H1R,1KE7,25,28,7,0,,,False
1H1R,1KE8,25,27,7,0,,,False
1H1R,1KE9,25,25,7,0,,,False
1H1S,1JSV,28,18,14,0,,,False
1H1S,1JVP,28,18,6,0,,,False
1H1S,1KE5,28,23,11,0,,,False
1H1S,1KE6,28,27,7,0,,,False
1H1S,1KE7,28,28,7,0,,,False
1H1S,1KE8,28,27,11,0,,,False
1H1S,1KE9,28,25,11,0,,,False
1JSV,1JVP,18,18,6,0,,,False
1JSV,1KE5,18,23,11,0,,,False
1JSV,1KE6,18,27,7,0,,,False
1JSV,1KE7,18,28,7,0,,,False
1JSV,1KE8,18,27,11,0,,,False
1JSV,1KE9,18,25,11,0,,,False
1JVP,1KE5,18,23,8,0,,,False
1JVP,1KE6,18,27,8,0,,,False
1JVP,1KE7,18,28,8,0,,,False
1JVP,1KE8,18,27,8,0,,,False
1JVP,1KE9,18,25,8,0,,,False
1KE5,1KE6,23,27,10,0,,,False
1KE5,1KE7,23,28,18,0,,,False
1KE5,1KE8,23,27,22,0,,,False
1KE5,1KE9,23,25,23,0,,,False
1KE6,1KE7,27,28,10,0,,,False
1KE6,1KE8,27,27,10,0,,,False
1KE6,1KE9,27,25,10,0,,,False
1KE7,1KE8,28,27,18,0,,,False
1KE7,1KE9,28,25,18,0,,,False
1KE8,1KE9,27,25,22,0,,,False
