L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
2RH1,3D4S,22,21,9,0,,,False
2RH1,3NY8,22,20,15,0,,,False
2RH1,3NY9,22,24,15,0,,,False
2RH1,3NYA,22,18,15,0,,,False
2RH1,3P0G,22,27,7,0,,,False
2RH1,3SN6,22,27,7,0,,,False
2RH1,4GBR,22,22,22,0,,,False
2RH1,4LDE,22,27,7,0,,,False
2RH1,4LDL,22,23,7,0,,,False
2RH1,4LDO,22,13,7,0,,,False
2RH1,5D5A,22,22,22,0,,,False
2RH1,5D5B,22,22,22,0,,,False
2RH1,5D6L,22,22,22,0,,,False
2RH1,5JQH,22,22,22,0,,,False
2RH1,5X7D,22,22,22,0,,,False
3D4S,3NY8,21,20,9,0,,,False
3D4S,3NY9,21,24,9,0,,,False
3D4S,3NYA,21,18,9,0,,,False
3D4S,3P0G,21,27,8,0,,,False
3D4S,3SN6,21,27,8,0,,,False
3D4S,4GBR,21,22,9,0,,,False
3D4S,4LDE,21,27,8,0,,,False
3D4S,4LDL,21,23,8,0,,,False
3D4S,4LDO,21,13,0,0,,,False
3D4S,5D5A,21,22,9,0,,,False
3D4S,5D5B,21,22,9,0,,,False
3D4S,5D6L,21,22,9,0,,,False
3D4S,5JQH,21,22,9,0,,,False
3D4S,5X7D,21,22,9,0,,,False
3NY8,3NY9,20,24,17,0,,,False
3NY8,3NYA,20,18,15,0,,,False
3NY8,3P0G,20,27,8,0,,,False
3NY8,3SN6,20,27,8,0,,,False
3NY8,4GBR,20,22,15,0,,,False
3NY8,4LDE,20,27,8,0,,,False
3NY8,4LDL,20,23,8,0,,,False
3NY8,4LDO,20,13,8,0,,,False
3NY8,5D5A,20,22,15,0,,,False
3NY8,5D5B,20,22,15,0,,,False
3NY8,5D6L,20,22,15,0,,,False
3NY8,5JQH,20,22,15,0,,,False
3NY8,5X7D,20,22,15,0,,,False
3NY9,3NYA,24,18,15,0,,,False
3NY9,3P0G,24,27,7,0,,,False
3NY9,3SN6,24,27,7,0,,,False
3NY9,4GBR,24,22,15,0,,,False
3NY9,4LDE,24,27,7,0,,,False
3NY9,4LDL,24,23,7,0,,,False
3NY9,4LDO,24,13,7,0,,,False
3NY9,5D5A,24,22,15,0,,,False
3NY9,5D5B,24,22,15,0,,,False
3NY9,5D6L,24,22,15,0,,,False
3NY9,5JQH,24,22,15,0,,,False
3NY9,5X7D,24,22,15,0,,,False
3NYA,3P0G,18,27,9,0,,,False
3NYA,3SN6,18,27,9,0,,,False
3NYA,4GBR,18,22,15,0,,,False
3NYA,4LDE,18,27,9,0,,,False
3NYA,4LDL,18,23,9,0,,,False
3NYA,4LDO,18,13,8,0,,,False
3NYA,5D5A,18,22,15,0,,,False
3NYA,5D5B,18,22,15,0,,,False
3NYA,5D6L,18,22,15,0,,,False
3NYA,5JQH,18,22,15,0,,,False
3NYA,5X7D,18,22,15,0,,,False
3P0G,3SN6,27,27,27,0,,,False
3P0G,4GBR,27,22,7,0,,,False
3P0G,4LDE,27,27,27,0,,,False
3P0G,4LDL,27,23,21,0,,,False
3P0G,4LDO,27,13,12,0,,,False
3P0G,5D5A,27,22,7,0,,,False
3P0G,5D5B,27,22,7,0,,,False
3P0G,5D6L,27,22,7,0,,,False
3P0G,5JQH,27,22,7,0,,,False
3P0G,5X7D,27,22,7,0,,,False
3SN6,4GBR,27,22,7,0,,,False
3SN6,4LDE,27,27,27,0,,,False
3SN6,4LDL,27,23,21,0,,,False
3SN6,4LDO,27,13,12,0,,,False
3SN6,5D5A,27,22,7,0,,,False
3SN6,5D5B,27,22,7,0,,,False
3SN6,5D6L,27,22,7,0,,,False
3SN6,5JQH,27,22,7,0,,,False
3SN6,5X7D,27,22,7,0,,,False
4GBR,4LDE,22,27,7,0,,,False
4GBR,4LDL,22,23,7,0,,,False
4GBR,4LDO,22,13,7,0,,,False
4GBR,5D5A,22,22,22,0,,,False
4GBR,5D5B,22,22,22,0,,,False
4GBR,5D6L,22,22,22,0,,,False
4GBR,5JQH,22,22,22,0,,,False
4GBR,5X7D,22,22,22,0,,,False
4LDE,4LDL,27,23,21,0,,,False
4LDE,4LDO,27,13,12,0,,,False
4LDE,5D5A,27,22,7,0,,,False
4LDE,5D5B,27,22,7,0,,,False
4LDE,5D6L,27,22,7,0,,,False
4LDE,5JQH,27,22,7,0,,,False
4LDE,5X7D,27,22,7,0,,,False
4LDL,4LDO,23,13,13,0,,,False
4LDL,5D5A,23,22,7,0,,,False
4LDL,5D5B,23,22,7,0,,,False
4LDL,5D6L,23,22,7,0,,,False
4LDL,5JQH,23,22,7,0,,,False
4LDL,5X7D,23,22,7,0,,,False
4LDO,5D5A,13,22,7,0,,,False
4LDO,5D5B,13,22,7,0,,,False
4LDO,5D6L,13,22,7,0,,,False
4LDO,5JQH,13,22,7,0,,,False
4LDO,5X7D,13,22,7,0,,,False
5D5A,5D5B,22,22,22,0,,,False
5D5A,5D6L,22,22,22,0,,,False
5D5A,5JQH,22,22,22,0,,,False
5D5A,5X7D,22,22,22,0,,,False
5D5B,5D6L,22,22,22,0,,,False
5D5B,5JQH,22,22,22,0,,,False
5D5B,5X7D,22,22,22,0,,,False
5D6L,5JQH,22,22,22,0,,,False
5D6L,5X7D,22,22,22,0,,,False
5JQH,5X7D,22,22,22,0,,,False
