L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
2C3K,2CGV,27,19,6,0,,,False
2C3K,2CGW,27,20,0,0,,,False
2C3K,2CGX,27,15,0,0,,,False
2C3K,2E9N,27,35,17,0,,,False
2C3K,2E9O,27,30,10,0,,,False
2C3K,2E9P,27,26,8,0,,,False
2C3K,2E9U,27,24,7,0,,,False
2C3K,2E9V,27,34,7,0,,,False
2C3L,2CGU,18,25,0,0,,,False
2C3L,2CGV,18,19,6,0,,,False
2C3L,2CGW,18,20,0,0,,,False
2C3L,2CGX,18,15,0,0,,,False
2C3L,2E9N,18,35,10,0,,,False
2C3L,2E9O,18,30,10,0,,,False
2C3L,2E9P,18,26,6,0,,,False
2C3L,2E9U,18,24,6,0,,,False
2C3L,2E9V,18,34,6,0,,,False
2CGU,2CGV,25,19,0,0,,,False
2CGU,2CGW,25,20,0,0,,,False
2CGU,2CGX,25,15,0,0,,,False
2CGU,2E9N,25,35,0,0,,,False
2CGU,2E9O,25,30,0,0,,,False
2CGU,2E9P,25,26,0,0,,,False
2CGU,2E9U,25,24,0,0,,,False
2CGU,2E9V,25,34,0,0,,,False
2CGV,2CGW,19,20,0,0,,,False
2CGV,2CGX,19,15,0,0,,,False
2CGV,2E9N,19,35,6,0,,,False
2CGV,2E9O,19,30,6,0,,,False
2CGV,2E9P,19,26,8,0,,,False
2CGV,2E9U,19,24,7,0,,,False
2CGV,2E9V,19,34,9,0,,,False
2CGW,2CGX,20,15,0,0,,,False
2CGW,2E9N,20,35,6,0,,,False
2CGW,2E9O,20,30,6,0,,,False
2CGW,2E9P,20,26,0,0,,,False
2CGW,2E9U,20,24,0,0,,,False
2CGW,2E9V,20,34,0,0,,,False
2CGX,2E9N,15,35,0,0,,,False
2CGX,2E9O,15,30,0,0,,,False
2CGX,2E9P,15,26,0,0,,,False
2CGX,2E9U,15,24,0,0,,,False
2CGX,2E9V,15,34,0,0,,,False
2E9N,2E9O,35,30,26,0,,,False
2E9N,2E9P,35,26,7,0,,,False
2E9N,2E9U,35,24,7,0,,,False
2E9N,2E9V,35,34,7,0,,,False
2E9O,2E9P,30,26,6,0,,,False
2E9O,2E9U,30,24,6,0,,,False
2E9O,2E9V,30,34,6,0,,,False
2E9P,2E9U,26,24,9,0,,,False
2E9P,2E9V,26,34,9,0,,,False
2E9U,2E9V,24,34,24,0,,,False
