L1,L2,L1_natoms,L2_natoms,mcss,_,_,_,_
1EZQ,1F0R,34,31,7,0,,,False
1EZQ,1F0S,34,29,0,0,,,False
1EZQ,1FJS,34,38,9,0,,,False
1EZQ,1G2L,34,39,9,0,,,False
1EZQ,1KSN,34,33,26,0,,,False
1EZQ,1LPG,34,41,9,0,,,False
1EZQ,1LPK,34,32,10,0,,,False
1EZQ,1LPZ,34,32,9,0,,,False
1EZQ,1MQ5,34,34,9,0,,,False
1EZQ,1MQ6,34,36,9,0,,,False
1EZQ,1NFU,34,30,10,0,,,False
1EZQ,1NFW,34,28,0,0,,,False
1EZQ,1NFX,34,33,6,0,,,False
1EZQ,1NFY,34,30,9,0,,,False
1EZQ,1XKA,34,29,14,0,,,False
1EZQ,1Z6E,34,38,6,0,,,False
1EZQ,2BOH,34,33,6,0,,,False
1EZQ,2BOK,34,29,9,0,,,False
1EZQ,2BQ7,34,30,7,0,,,False
1EZQ,2J2U,34,30,6,0,,,False
1EZQ,2J34,34,30,6,0,,,False
1EZQ,2J4I,34,36,10,0,,,False
1EZQ,2J94,34,31,0,0,,,False
1EZQ,2J95,34,31,0,0,,,False
1F0R,1F0S,31,29,20,0,,,False
1F0R,1FJS,31,38,7,0,,,False
1F0R,1G2L,31,39,7,0,,,False
1F0R,1KSN,31,33,9,0,,,False
1F0R,1LPG,31,41,10,0,,,False
1F0R,1LPK,31,32,10,0,,,False
1F0R,1LPZ,31,32,10,0,,,False
1F0R,1MQ5,31,34,7,0,,,False
1F0R,1MQ6,31,36,7,0,,,False
1F0R,1NFU,31,30,7,0,,,False
1F0R,1NFW,31,28,6,0,,,False
1F0R,1NFX,31,33,6,0,,,False
1F0R,1NFY,31,30,7,0,,,False
1F0R,1XKA,31,29,7,0,,,False
1F0R,1Z6E,31,38,6,0,,,False
1F0R,2BOH,31,33,6,0,,,False
1F0R,2BOK,31,29,7,0,,,False
1F0R,2BQ7,31,30,10,0,,,False
1F0R,2J2U,31,30,13,0,,,False
1F0R,2J34,31,30,14,0,,,False
1F0R,2J4I,31,36,11,0,,,False
1F0R,2J94,31,31,12,0,,,False
1F0R,2J95,31,31,16,0,,,False
1F0S,1FJS,29,38,0,0,,,False
1F0S,1G2L,29,39,0,0,,,False
1F0S,1KSN,29,33,0,0,,,False
1F0S,1LPG,29,41,0,0,,,False
1F0S,1LPK,29,32,0,0,,,False
1F0S,1LPZ,29,32,0,0,,,False
1F0S,1MQ5,29,34,5,0,,,False
1F0S,1MQ6,29,36,5,0,,,False
1F0S,1NFU,29,30,7,0,,,False
1F0S,1NFW,29,28,8,0,,,False
1F0S,1NFX,29,33,8,0,,,False
1F0S,1NFY,29,30,7,0,,,False
1F0S,1XKA,29,29,0,0,,,False
1F0S,1Z6E,29,38,0,0,,,False
1F0S,2BOH,29,33,9,0,,,False
1F0S,2BOK,29,29,7,0,,,False
1F0S,2BQ7,29,30,0,0,,,False
1F0S,2J2U,29,30,13,0,,,False
1F0S,2J34,29,30,14,0,,,False
1F0S,2J4I,29,36,11,0,,,False
